index,lat_ori,lon_ori,lat_des,lon_des,volume
347,45.51781961399986,-73.62028068974595,45.503907477768514,-73.56573690448472,23.96
348,45.503907477768514,-73.56573690448472,45.51781961399986,-73.62028068974595,23.96
553,45.56282273803954,-73.65565575265683,45.51596266300674,-73.55368102756064,30.49
554,45.51596266300674,-73.55368102756064,45.56282273803954,-73.65565575265683,30.49
568,45.50393504247002,-73.65064341615191,45.50165401060152,-73.5721324017483,20.42
584,45.508429992351296,-73.65384205194975,45.508429992351296,-73.65384205194975,25.45
591,45.508429992351296,-73.65384205194975,45.51743193568286,-73.64424111867844,20.44
592,45.51743193568286,-73.64424111867844,45.508429992351296,-73.65384205194975,20.44
623,45.54926824613498,-73.54791113335047,45.526770918632096,-73.55111811836153,19.58
624,45.526770918632096,-73.55111811836153,45.54926824613498,-73.54791113335047,19.58
625,45.54926824613498,-73.54791113335047,45.51290769742004,-73.56253488554144,20.78
626,45.51290769742004,-73.56253488554144,45.54926824613498,-73.54791113335047,20.78
643,45.567623649908555,-73.58176114053457,45.53009635566113,-73.62591443157483,24.11
644,45.53009635566113,-73.62591443157483,45.567623649908555,-73.58176114053457,24.11
709,45.547070272226705,-73.64608420408815,45.54257620689579,-73.66850783648432,17.57
710,45.54257620689579,-73.66850783648432,45.547070272226705,-73.64608420408815,17.57
724,45.54134874096257,-73.61309588922688,45.527163393833824,-73.5866824913244,21.44
725,45.527163393833824,-73.5866824913244,45.54134874096257,-73.61309588922688,21.44
797,45.553763077189544,-73.53510689249671,45.55601266382395,-73.53510829324766,19.39
905,45.54359393051962,-73.62590614205867,45.51821372303574,-73.55048316987391,32.29
906,45.51821372303574,-73.55048316987391,45.54359393051962,-73.62590614205867,32.29
1026,45.56964783068604,-73.52486745113818,45.55601266382395,-73.53510829324766,23.83
1027,45.55601266382395,-73.53510829324766,45.576398490970654,-73.54728072592559,23.83
1028,45.576398490970654,-73.54728072592559,45.56964783068604,-73.52486745113818,23.83
1034,45.56964783068604,-73.52486745113818,45.574152485616494,-73.5376693205831,24.5
1035,45.574152485616494,-73.5376693205831,45.56964783068604,-73.52486745113818,24.5
1039,45.56964783068604,-73.52486745113818,45.574152485616494,-73.5376693205831,23.94
1040,45.574152485616494,-73.5376693205831,45.56964783068604,-73.52486745113818,23.94
1075,45.472996270041,-73.6040957956126,45.520409546157666,-73.56749698519856,20.52
1076,45.527165777609305,-73.58348198929839,45.53840925521119,-73.57708353410804,13.76
1077,45.53840925521119,-73.57708353410804,45.527165777609305,-73.58348198929839,13.76
1094,45.475248206681705,-73.62007497902704,45.52265915496029,-73.59308887533457,13.91
1095,45.52265915496029,-73.59308887533457,45.475248206681705,-73.62007497902704,13.91
1130,45.52716470287125,-73.5962840102419,45.532350461843684,-73.60350105966164,21.11
1157,45.51781961399986,-73.62028068974595,45.52266275823478,-73.59948938201832,35.68
1158,45.52266275823478,-73.59948938201832,45.51781961399986,-73.62028068974595,35.68
1365,45.41692054502838,-73.62768143527762,45.42816514134053,-73.63086335142123,21.79
1366,45.42816514134053,-73.63086335142123,45.41692054502838,-73.62768143527762,21.79
1368,45.527160920389086,-73.58988299294178,45.53390557148204,-73.58347915705761,26.78
1369,45.53390557148204,-73.58347915705761,45.527160920389086,-73.58988299294178,26.78
1373,45.527160920389086,-73.58988299294178,45.53165596871546,-73.58348863199942,26.78
1374,45.53165596871546,-73.58348863199942,45.527160920389086,-73.58988299294178,26.78
1376,45.527158357275084,-73.59308349413544,45.520415903553086,-73.59628529904268,23.74
1377,45.520415903553086,-73.59628529904268,45.527160920389086,-73.58988299294178,23.74
1423,45.58493126433073,-73.64916830087982,45.54706983463996,-73.6781005548523,38.11
1424,45.54706983463996,-73.6781005548523,45.58493126433073,-73.64916830087982,38.11
1425,45.53235348068899,-73.60990266510552,45.534597108545896,-73.60670610805445,28.51
1426,45.534597108545896,-73.60670610805445,45.52902481343069,-73.56072199317975,28.51
1427,45.52902481343069,-73.56072199317975,45.534597108545896,-73.60670610805445,28.51
1428,45.534597108545896,-73.60670610805445,45.53235348068899,-73.60990266510552,28.51
1430,45.53235348068899,-73.60990266510552,45.534597108545896,-73.60670610805445,21.82
1433,45.534597108545896,-73.60670610805445,45.53235348068899,-73.60990266510552,21.82
1507,45.43666979890319,-73.67685822224787,45.47351137847517,-73.5909871280034,16.37
1508,45.47351137847517,-73.5909871280034,45.43666979890319,-73.67685822224787,16.37
1561,45.536848954752514,-73.59389334287346,45.53460290914988,-73.60030426391651,24.06
1562,45.53460290914988,-73.60030426391651,45.536848954752514,-73.59389334287346,24.06
1563,45.536848954752514,-73.59389334287346,45.50302689143838,-73.61963495110709,24.06
1580,45.49796581078539,-73.55368951520978,45.51968228414519,-73.6506342311605,27.04
1581,45.51968228414519,-73.6506342311605,45.50165598588797,-73.5689333442726,29.77
1582,45.50165598588797,-73.5689333442726,45.51968228414519,-73.6506342311605,29.77
1601,45.51596266300674,-73.55368102756064,45.53166460846918,-73.57068560145092,32.55
1602,45.53166460846918,-73.57068560145092,45.51596266300674,-73.55368102756064,32.55
1728,45.56957149575917,-73.65564876932143,45.55157350214873,-73.64288117157734,41.98
1729,45.55157350214873,-73.64288117157734,45.56957149575917,-73.65564876932143,41.98
1730,45.56957149575917,-73.65564876932143,45.55157350214873,-73.64288117157734,41.98
1731,45.55157350214873,-73.64288117157734,45.56957149575917,-73.65564876932143,41.98
1756,45.53391007035904,-73.57707738728688,45.520463328936124,-73.55047238114035,16.76
1757,45.520463328936124,-73.55047238114035,45.53391007035904,-73.57707738728688,16.76
1904,45.54359773477412,-73.5938917707601,45.545123018034,-73.58816998402193,19.14
1905,45.545123018034,-73.58816998402193,45.545847322826724,-73.5938955156756,19.14
1906,45.545847322826724,-73.5938955156756,45.54359773477412,-73.5938917707601,19.14
1978,45.51908866174053,-73.68140430779329,45.51233667187009,-73.67182201518838,44.28
1979,45.51233667187009,-73.67182201518838,45.51908866174053,-73.68140430779329,44.28
1980,45.51908866174053,-73.68140430779329,45.51233667187009,-73.67182201518838,44.28
1981,45.51233667187009,-73.67182201518838,45.51908866174053,-73.68140430779329,44.28
1982,45.51908866174053,-73.68140430779329,45.49628366964058,-73.62283222236147,38.88
1983,45.49628366964058,-73.62283222236147,45.51908866174053,-73.68140430779329,38.88
1984,45.51908866174053,-73.68140430779329,45.50978224407193,-73.61322462459965,38.88
1985,45.50978224407193,-73.61322462459965,45.51908866174053,-73.68140430779329,38.88
1988,45.549624429622064,-73.55614641417256,45.549624429622064,-73.55614641417256,22.38
1989,45.549624429622064,-73.55614641417256,45.55376992794351,-73.54151092756533,22.38
1990,45.55376992794351,-73.54151092756533,45.607890590392174,-73.52483306240514,22.38
1993,45.607890590392174,-73.52483306240514,45.59889231696034,-73.52484191110085,21.22
1994,45.59889231696034,-73.52484191110085,45.607890590392174,-73.52483306240514,21.22
1995,45.607890590392174,-73.52483306240514,45.59889231696034,-73.52484191110085,21.22
1996,45.59889231696034,-73.52484191110085,45.60339145406201,-73.52484389670379,21.22
1997,45.60339145406201,-73.52484389670379,45.607890590392174,-73.52483306240514,21.22
1998,45.607890590392174,-73.52483306240514,45.60339145406201,-73.52484389670379,23.94
1999,45.60339145406201,-73.52484389670379,45.607890590392174,-73.52483306240514,23.94
2002,45.47749213811307,-73.61688205234431,45.51965471087304,-73.5657296386203,37.62
2003,45.51965471087304,-73.5657296386203,45.47749213811307,-73.61688205234431,37.62
2012,45.516840520681704,-73.70700924819837,45.492100549028194,-73.70383522186756,39.12
2013,45.492100549028194,-73.70383522186756,45.516840520681704,-73.70700924819837,39.12
2036,45.51515550270669,-73.56573719990035,45.55376603340987,-73.55111697025694,18.72
2078,45.520415903553086,-73.59628529904268,45.52940979659468,-73.5642815112354,23.55
2146,45.550344260860044,-73.60669747964137,45.55596479964857,-73.60056000674784,13.28
2147,45.55596479964857,-73.60056000674784,45.550344260860044,-73.60669747964137,13.28
2161,45.66911106283613,-73.53729659753459,45.69610117271775,-73.5180024015897,32.49
2162,45.69610117271775,-73.5180024015897,45.66911106283613,-73.53729659753459,32.49
2213,45.52041247717053,-73.57708455650359,45.538411602674,-73.5578766757274,14.85
2214,45.538411602674,-73.5578766757274,45.52041247717053,-73.57708455650359,14.85
2246,45.54135186550975,-73.60989458497501,45.56987323835859,-73.58175159263885,34.28
2247,45.56987323835859,-73.58175159263885,45.54135186550975,-73.60989458497501,34.28
2250,45.54135186550975,-73.60989458497501,45.62412610738579,-73.61109494639119,37.33
2251,45.62412610738579,-73.61109494639119,45.54135186550975,-73.60989458497501,37.33
2258,45.5196774607754,-73.64743413705608,45.50528302860984,-73.61322840184687,14.14
2259,45.50528302860984,-73.61322840184687,45.5196774607754,-73.64743413705608,14.14
2303,45.54809147828834,-73.6002898313076,45.556375730988606,-73.58175763590502,22.4
2304,45.556375730988606,-73.58175763590502,45.54809147828834,-73.6002898313076,22.4
2330,45.55601360306564,-73.53190615101055,45.50390559192506,-73.56893608969426,14.32
2331,45.50390559192506,-73.56893608969426,45.55601360306564,-73.53190615101055,14.32
2334,45.55601360306564,-73.53190615101055,45.542516606069945,-73.55432095684229,18.99
2335,45.542516606069945,-73.55432095684229,45.55601360306564,-73.53190615101055,18.99
2375,45.563119894668816,-73.57534951430809,45.61505309925615,-73.551929120026,24.13
2376,45.61505309925615,-73.551929120026,45.563119894668816,-73.57534951430809,24.13
2382,45.556019514406806,-73.54151258383506,45.55826403843213,-73.52870515399115,54.57
2383,45.55826403843213,-73.52870515399115,45.556019514406806,-73.54151258383506,54.57
2617,45.5480985397681,-73.6291050851675,45.538077195508244,-73.6557027030825,26.27
2618,45.538077195508244,-73.6557027030825,45.5480985397681,-73.6291050851675,26.27
2668,45.53684633634221,-73.6163007223823,45.556375730988606,-73.58175763590502,35.79
2669,45.556375730988606,-73.58175763590502,45.53684633634221,-73.6163007223823,35.79
2687,45.529407950692615,-73.56748214195599,45.53840925521119,-73.57708353410804,12.42
2688,45.53840925521119,-73.57708353410804,45.529407950692615,-73.56748214195599,12.42
2727,45.53615516400211,-73.58348248553705,45.533907865765684,-73.58027827236153,14.81
2728,45.533907865765684,-73.58027827236153,45.52491617217778,-73.58349146338007,14.81
2729,45.52491617217778,-73.58349146338007,45.53615516400211,-73.58348248553705,14.81
2770,45.51781961399986,-73.62028068974595,45.51233667187009,-73.67182201518838,16.02
2771,45.51233667187009,-73.67182201518838,45.520072548273774,-73.61707258601868,16.02
2772,45.520072548273774,-73.61707258601868,45.51781961399986,-73.62028068974595,16.02
2807,45.468500625857615,-73.64245372854242,45.48953057063982,-73.64203337176069,13.85
2808,45.48953057063982,-73.64203337176069,45.468500625857615,-73.64245372854242,13.85
2931,45.54585053782962,-73.63550307097513,45.57436824445768,-73.55933581359689,41.43
2932,45.57436824445768,-73.55933581359689,45.54585053782962,-73.63550307097513,41.43
2942,45.545127780659506,-73.58176694189923,45.54063172883278,-73.5625656121714,16.14
3078,45.50302900970722,-73.62603323126959,45.52491235419648,-73.5994933473024,34.69
3079,45.52491235419648,-73.5994933473024,45.50302900970722,-73.62603323126959,34.69
3148,45.51146182266785,-73.57287444151686,45.51515729929525,-73.56253737710747,27.09
3149,45.51515729929525,-73.56253737710747,45.520416977357655,-73.58348480870622,27.09
3150,45.520416977357655,-73.58348480870622,45.51146182266785,-73.57287444151686,27.09
3160,45.543597414192156,-73.62270471184624,45.52491258680895,-73.60909448155495,18.15
3161,45.52491258680895,-73.60909448155495,45.543597414192156,-73.62270471184624,18.15
3181,45.529410873308656,-73.57708404443981,45.499409183242136,-73.57852740089471,11.63
3182,45.499409183242136,-73.57852740089471,45.529410873308656,-73.57708404443981,11.63
3187,45.529410873308656,-73.57708404443981,45.53460290914988,-73.60030426391651,14.48
3188,45.53460290914988,-73.60030426391651,45.529410873308656,-73.57708404443981,14.48
3246,45.4281600645602,-73.6628123982642,45.49490904032943,-73.56573922899534,22.69
3247,45.49490904032943,-73.56573922899534,45.4281600645602,-73.6628123982642,22.69
3256,45.4281600645602,-73.6628123982642,45.49490904032943,-73.56573922899534,27.69
3257,45.49490904032943,-73.56573922899534,45.4281600645602,-73.6628123982642,27.69
3258,45.4281600645602,-73.6628123982642,45.43217541410869,-73.67367461287922,26.2
3259,45.43217541410869,-73.67367461287922,45.4281600645602,-73.6628123982642,26.2
3324,45.54932527310152,-73.662086054482,45.54257170225749,-73.65250092373013,17.46
3325,45.54257170225749,-73.65250092373013,45.54932527310152,-73.662086054482,17.46
3336,45.55826659298564,-73.54791878004922,45.58089764475516,-73.54728450209082,27.46
3337,45.58089764475516,-73.54728450209082,45.57436824445768,-73.55933581359689,27.46
3339,45.58089764475516,-73.54728450209082,45.57190180058041,-73.54088367372964,28.53
3340,45.57190180058041,-73.54088367372964,45.58089764475516,-73.54728450209082,28.53
3342,45.57539744859031,-73.5944060165986,45.58089764475516,-73.54728450209082,28.53
3343,45.58089764475516,-73.54728450209082,45.57190180058041,-73.54088367372964,28.53
3344,45.57190180058041,-73.54088367372964,45.58089764475516,-73.54728450209082,28.53
3345,45.58089764475516,-73.54728450209082,45.57539744859031,-73.5944060165986,28.53
3355,45.549621102801716,-73.56254997053546,45.556375730988606,-73.58175763590502,16.75
3356,45.556375730988606,-73.58175763590502,45.549621102801716,-73.56254997053546,16.75
3357,45.549621102801716,-73.56254997053546,45.51515729929525,-73.56253737710747,18.61
3358,45.51515729929525,-73.56253737710747,45.549621102801716,-73.56254997053546,18.61
3457,45.539096301077876,-73.6067018132215,45.54932473021711,-73.64927900016907,16.99
3458,45.54932473021711,-73.64927900016907,45.539096301077876,-73.6067018132215,16.99
3466,45.45500287642134,-73.64245809768543,45.48896820298165,-73.58247883497505,28.63
3468,45.45500287642134,-73.64245809768543,45.47074328207439,-73.61688089136896,28.63
3469,45.47074328207439,-73.61688089136896,45.45500287642134,-73.64245809768543,28.63
3470,45.53841137044422,-73.57388239340405,45.53909650471344,-73.6323112739577,23.07
3471,45.53909650471344,-73.6323112739577,45.53841137044422,-73.57388239340405,23.07
3472,45.53841137044422,-73.57388239340405,45.53615674097048,-73.56747740953296,23.07
3473,45.53615674097048,-73.56747740953296,45.53841137044422,-73.57388239340405,23.07
3474,45.53841137044422,-73.57388239340405,45.512900405833534,-73.55933518048286,76.57
3475,45.512900405833534,-73.55933518048286,45.53841137044422,-73.57388239340405,76.57
3494,45.551574604070495,-73.66848349428511,45.50840849099984,-73.56252990329315,24.69
3495,45.50840849099984,-73.56252990329315,45.551574604070495,-73.66848349428511,24.69
3496,45.551574604070495,-73.66848349428511,45.55381995005317,-73.658884148157,21.2
3497,45.55381995005317,-73.658884148157,45.551574604070495,-73.66848349428511,21.2
3498,45.551574604070495,-73.66848349428511,45.54932077282758,-73.65888427857091,27.16
3499,45.54932077282758,-73.65888427857091,45.551574604070495,-73.66848349428511,27.16
3500,45.551574604070495,-73.66848349428511,45.55381995005317,-73.658884148157,29.52
3501,45.55381995005317,-73.658884148157,45.551574604070495,-73.66848349428511,29.52
3502,45.551574604070495,-73.66848349428511,45.55382435869157,-73.6556821418864,29.52
3503,45.55382435869157,-73.6556821418864,45.551574604070495,-73.66848349428511,29.52
3519,45.54737150754613,-73.56256028207319,45.52902190292614,-73.54791954637984,27.75
3525,45.55601360306564,-73.53190615101055,45.56740650549729,-73.52806925222772,35.03
3526,45.56740650549729,-73.52806925222772,45.55601360306564,-73.53190615101055,35.03
3527,45.55601360306564,-73.53190615101055,45.52715912829555,-73.6026850113954,32.8
3528,45.52715912829555,-73.6026850113954,45.55601360306564,-73.53190615101055,32.8
3697,45.53391007035904,-73.57707738728688,45.527160920389086,-73.58988299294178,49.52
3740,45.44306660269959,-73.65270557646205,45.44531559346339,-73.64631989594096,27.19
3741,45.44531559346339,-73.64631989594096,45.44306660269959,-73.65270557646205,27.19
3746,45.44531559346339,-73.64631989594096,45.44306660269959,-73.65270557646205,37.45
3762,45.518159949087114,-73.59309425624801,45.512900405833534,-73.55933518048286,16.76
3763,45.512900405833534,-73.55933518048286,45.518159949087114,-73.59309425624801,16.76
3787,45.499408264510166,-73.56573166876944,45.47859791055677,-73.60882599590781,17.38
3792,45.47859791055677,-73.60882599590781,45.457247439089215,-73.63926720138602,19.45
3793,45.457247439089215,-73.63926720138602,45.47859791055677,-73.60882599590781,19.45
3824,45.52266550061881,-73.59628913632329,45.50471309026076,-73.55688236478358,17.1
3825,45.50471309026076,-73.55688236478358,45.52266550061881,-73.59628913632329,17.1
3826,45.52266550061881,-73.59628913632329,45.52041316138299,-73.59948541720316,13.67
3827,45.52041316138299,-73.59948541720316,45.52266550061881,-73.59628913632329,13.67
3839,45.48700859056957,-73.56541021559349,45.51821372303574,-73.55048316987391,51.08
3840,45.51821372303574,-73.55048316987391,45.48700859056957,-73.56541021559349,51.08
3843,45.59393271004077,-73.63955361562039,45.541349769223245,-73.62910244337039,39.84
3844,45.541349769223245,-73.62910244337039,45.59393271004077,-73.63955361562039,39.84
3850,45.554123610801156,-73.57216107178684,45.56945945248982,-73.60374855643967,21.64
3851,45.56945945248982,-73.60374855643967,45.554123610801156,-73.57216107178684,21.64
3862,45.52457746280724,-73.73573844448414,45.51233667187009,-73.67182201518838,27.95
3863,45.51233667187009,-73.67182201518838,45.52457746280724,-73.73573844448414,27.95
3917,45.55034059246136,-73.61949194848968,45.5676211181996,-73.55613871835764,22.02
3918,45.5676211181996,-73.55613871835764,45.55034059246136,-73.61949194848968,22.02
3919,45.55034059246136,-73.61949194848968,45.54932077282758,-73.65888427857091,22.41
3920,45.54932077282758,-73.65888427857091,45.55034059246136,-73.61949194848968,22.41
3964,45.58764934972233,-73.56009311920079,45.58315184241183,-73.55688463547207,22.08
3965,45.58315184241183,-73.55688463547207,45.58764934972233,-73.56009311920079,22.08
3966,45.58764934972233,-73.56009311920079,45.58315184241183,-73.55688463547207,22.08
3967,45.58315184241183,-73.55688463547207,45.58764934972233,-73.56009311920079,22.08
3973,45.529410873308656,-73.57708404443981,45.501660944149656,-73.57533147088462,12.6
3974,45.501660944149656,-73.57533147088462,45.529410873308656,-73.57708404443981,12.6
4016,45.55034813781975,-73.62909742813595,45.53132769255511,-73.72612600765568,19.32
4017,45.53132769255511,-73.72612600765568,45.55034813781975,-73.62909742813595,19.32
4068,45.51596102571109,-73.57288024861329,45.48953057063982,-73.64203337176069,25.11
4069,45.48953057063982,-73.64203337176069,45.51596102571109,-73.57288024861329,25.11
4138,45.44341874494441,-73.70881141350252,45.441720511731525,-73.75621612908573,15.39
4139,45.441720511731525,-73.75621612908573,45.43442416194293,-73.68005924811443,15.39
4140,45.43442416194293,-73.68005924811443,45.44341874494441,-73.70881141350252,15.39
4149,45.55381967926043,-73.6524801105468,45.55607395486229,-73.65567554500997,30.37
4150,45.55607395486229,-73.65567554500997,45.55381967926043,-73.6524801105468,30.37
4151,45.55381967926043,-73.6524801105468,45.55607395486229,-73.65567554500997,30.37
4152,45.55607395486229,-73.65567554500997,45.55381967926043,-73.6524801105468,30.37
4153,45.55381967926043,-73.6524801105468,45.55832229029107,-73.64285984781593,30.68
4154,45.55832229029107,-73.64285984781593,45.55381967926043,-73.6524801105468,30.68
4159,45.55381967926043,-73.6524801105468,45.55607404616748,-73.66207983819051,26.09
4160,45.55607404616748,-73.66207983819051,45.55381967926043,-73.6524801105468,26.09
4165,45.55381967926043,-73.6524801105468,45.55607395486229,-73.65567554500997,36.32
4166,45.55607395486229,-73.65567554500997,45.55381967926043,-73.6524801105468,36.32
4199,45.55601266382395,-73.53510829324766,45.512905900971624,-73.56573458084966,19.63
4200,45.512905900971624,-73.56573458084966,45.512905900971624,-73.56573458084966,19.63
4201,45.512905900971624,-73.56573458084966,45.55601266382395,-73.53510829324766,19.63
4205,45.55601266382395,-73.53510829324766,45.565368209614306,-73.56254182286514,27.38
4206,45.565368209614306,-73.56254182286514,45.55601266382395,-73.53510829324766,27.38
4210,45.55601266382395,-73.53510829324766,45.565368209614306,-73.56254182286514,27.38
4211,45.565368209614306,-73.56254182286514,45.55601266382395,-73.53510829324766,27.38
4235,45.527158357275084,-73.59308349413544,45.50840849099984,-73.56252990329315,14.72
4236,45.50840849099984,-73.56252990329315,45.527158357275084,-73.59308349413544,14.72
4390,45.569570236724395,-73.64283711286863,45.558213862561544,-73.61976481670301,32.37
4391,45.558213862561544,-73.61976481670301,45.569570236724395,-73.64283711286863,32.37
4395,45.569570236724395,-73.64283711286863,45.558213862561544,-73.61976481670301,26.79
4396,45.558213862561544,-73.61976481670301,45.569570236724395,-73.64283711286863,26.79
4556,45.553763077189544,-73.53510689249671,45.513709874651084,-73.56007837145366,38.07
4557,45.513709874651084,-73.56007837145366,45.553763077189544,-73.53510689249671,38.07
4610,45.60742878269323,-73.63313848284363,45.59843185378023,-73.63955194995953,24.72
4611,45.59843185378023,-73.63955194995953,45.60742878269323,-73.63313848284363,24.72
4785,45.5249155983943,-73.60589410925225,45.51233667187009,-73.67182201518838,13.37
4786,45.51233667187009,-73.67182201518838,45.5249155983943,-73.60589410925225,13.37
4787,45.5249155983943,-73.60589410925225,45.5007774142428,-73.63562523864005,12.34
4788,45.5007774142428,-73.63562523864005,45.5249155983943,-73.60589410925225,12.34
4789,45.5249155983943,-73.60589410925225,45.52491235419648,-73.5994933473024,16.21
4790,45.52491235419648,-73.5994933473024,45.52490875020456,-73.56748956396149,16.21
4791,45.52490875020456,-73.56748956396149,45.5249155983943,-73.60589410925225,16.21
4794,45.5249155983943,-73.60589410925225,45.520415903553086,-73.59628529904268,10.83
4795,45.520415903553086,-73.59628529904268,45.5249155983943,-73.60589410925225,10.83
4882,45.540321857416934,-73.67170235447739,45.51233667187009,-73.67182201518838,22.63
4883,45.51233667187009,-73.67182201518838,45.540321857416934,-73.67170235447739,22.63
4987,45.48534923090046,-73.59603365419589,45.49715956711549,-73.57853706919289,29.5
4988,45.49715956711549,-73.57853706919289,45.48534923090046,-73.59603365419589,29.5
4989,45.48534923090046,-73.59603365419589,45.48309827348767,-73.58644859315415,29.5
4990,45.48309827348767,-73.58644859315415,45.48534923090046,-73.59603365419589,29.5
5032,45.55826318888347,-73.53190742415306,45.55152034059037,-73.54150927149152,21.54
5033,45.55152034059037,-73.54150927149152,45.54477036013101,-73.5447186140209,21.54
5034,45.54477036013101,-73.5447186140209,45.55826318888347,-73.53190742415306,21.54
5035,45.55826318888347,-73.53190742415306,45.500777768962905,-73.60044892186937,31.27
5036,45.500777768962905,-73.60044892186937,45.56721179222572,-73.59093330230057,31.27
5037,45.56721179222572,-73.59093330230057,45.55826318888347,-73.53190742415306,31.27
5083,45.521930043552004,-73.63783939368007,45.5030324945751,-73.62283410100689,15.94
5084,45.5030324945751,-73.62283410100689,45.521930043552004,-73.63783939368007,15.94
5239,45.52266550061881,-73.59628913632329,45.51816498550873,-73.58669427378135,10.17
5240,45.51816498550873,-73.58669427378135,45.52266550061881,-73.59628913632329,10.17
5262,45.4640013796036,-73.64245518427954,45.468501470949775,-73.64884809889489,13.91
5263,45.468501470949775,-73.64884809889489,45.46393968904504,-73.65526830932494,13.91
5264,45.46393968904504,-73.65526830932494,45.4640013796036,-73.64245518427954,13.91
5265,45.4640013796036,-73.64245518427954,45.468501470949775,-73.64884809889489,13.91
5266,45.468501470949775,-73.64884809889489,45.4640013796036,-73.64245518427954,13.91
5322,45.65637646969309,-73.842086032261,45.65187594541725,-73.84851232813737,22.34
5323,45.65187594541725,-73.84851232813737,45.65637646969309,-73.842086032261,22.34
5341,45.53357456415002,-73.72293414252434,45.547070640012095,-73.6716972868525,34.47
5342,45.547070640012095,-73.6716972868525,45.53357456415002,-73.72293414252434,34.47
5358,45.53165596871546,-73.58348863199942,45.572122269149276,-73.56894262291539,18.53
5359,45.572122269149276,-73.56894262291539,45.53165596871546,-73.58348863199942,18.53
5370,45.547070272226705,-73.64608420408815,45.53358230641816,-73.6525150361545,29.9
5371,45.53358230641816,-73.6525150361545,45.547070272226705,-73.64608420408815,29.9
5372,45.547070272226705,-73.64608420408815,45.53910226447941,-73.6099030073497,29.9
5373,45.53910226447941,-73.6099030073497,45.547070272226705,-73.64608420408815,29.9
5414,45.480262843628736,-73.57500874845208,45.53127011141624,-73.55112219395123,45.02
5415,45.53127011141624,-73.55112219395123,45.52271292829057,-73.550474392632,45.02
5434,45.44342360694571,-73.6736579901611,45.46624455733906,-73.63286966467821,27.01
5435,45.46624455733906,-73.63286966467821,45.47074903724391,-73.63606477014602,27.01
5436,45.47074903724391,-73.63606477014602,45.44342360694571,-73.6736579901611,27.01
5448,45.51965471087304,-73.5657296386203,45.50165598588797,-73.5689333442726,14.21
5449,45.50165598588797,-73.5689333442726,45.51965471087304,-73.5657296386203,14.21
5487,45.459503464389776,-73.65524334618793,45.494037445308585,-73.61964150496321,20.59
5488,45.494037445308585,-73.61964150496321,45.459503464389776,-73.65524334618793,20.59
5545,45.558208576794314,-73.60695573508801,45.55151496879344,-73.55431681697583,20.1
5546,45.55151496879344,-73.55431681697583,45.558208576794314,-73.60695573508801,20.1
5612,45.53132485486621,-73.7037208030288,45.472996270041,-73.6040957956126,23.86
5624,45.520456955987335,-73.56327287651948,45.52491617217778,-73.58349146338007,28.66
5625,45.52491617217778,-73.58349146338007,45.520456955987335,-73.56327287651948,28.66
5630,45.52271292829057,-73.550474392632,45.53840925521119,-73.57708353410804,14.72
5660,45.46676891160464,-73.59419894298357,45.434913476282134,-73.60530387166926,19.88
5661,45.434913476282134,-73.60530387166926,45.46676891160464,-73.59419894298357,19.88
